"X","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2"
148,118,"House",22138,21,15,"IL",200,NA,NA,"MILLER, Mary E.","M001211",1959,NA,0.789,-0.163,-106.71256,0.90011,1014,41,NA,0.708,-0.142
149,118,"House",22304,21,13,"IL",100,NA,NA,"BUDZINSKI, Nikki","B001315",1977,NA,-0.324,0.493,-71.36448,0.93223,1017,32,NA,-0.324,0.5
150,118,"House",22330,21,1,"IL",100,NA,NA,"JACKSON, Jonathan","J000309",1966,NA,-0.377,-0.451,-74.40887,0.92815,998,34,NA,-0.388,-0.446
151,118,"House",22360,21,3,"IL",100,NA,NA,"RAMIREZ, Delia","R000617",1983,NA,-0.496,-0.868,-38.09933,0.96254,998,12,NA,-0.739,-0.674
152,118,"House",22365,21,17,"IL",100,NA,NA,"SORENSEN, Eric","S001225",1976,NA,-0.244,0.282,-68.55281,0.93129,963,28,NA,-0.243,0.289
153,118,"House",29717,21,7,"IL",100,NA,NA,"DAVIS, Danny K.","D000096",1941,NA,-0.486,-0.264,-44.01816,0.95581,974,16,NA,-0.476,-0.266
154,118,"House",29911,21,9,"IL",100,NA,NA,"SCHAKOWSKY, Janice D.","S001145",1944,NA,-0.602,-0.292,-53.87384,0.94698,989,26,NA,-0.424,-0.561
155,118,"House",20757,22,7,"IN",100,NA,NA,"CARSON, André","C001072",1974,NA,-0.434,0.035,-72.97149,0.92935,996,29,NA,-0.495,-0.142
156,118,"House",21132,22,8,"IN",200,NA,NA,"BUCSHON, Larry","B001275",1962,NA,0.38,0.384,-116.70744,0.88805,983,34,NA,0.326,0.461
157,118,"House",21702,22,3,"IN",200,NA,NA,"BANKS, James E.","B001299",1979,NA,0.647,0.021,-109.11571,0.89534,987,35,NA,0.666,0.08
158,118,"House",21903,22,4,"IN",200,NA,NA,"BAIRD, James","B001307",1945,NA,0.443,0.419,-171.27252,0.84374,1008,71,NA,0.362,0.242
159,118,"House",21952,22,6,"IN",200,NA,NA,"PENCE, Gregory","P000615",1956,NA,0.501,0.241,-143.40992,0.85581,921,70,NA,0.434,0.285
160,118,"House",22142,22,1,"IN",100,NA,NA,"MRVAN, Frank J.","M001214",1969,NA,-0.313,0.34,-57.73926,0.94427,1007,20,NA,-0.321,0.39
161,118,"House",22151,22,5,"IN",200,NA,NA,"SPARTZ, Victoria","S000929",1978,NA,0.483,-0.236,-204.67279,0.806,949,84,NA,0.541,-0.349
162,118,"House",22171,22,2,"IN",200,NA,NA,"YAKYM, Rudy, III","Y000067",1984,NA,0.509,0.135,-111.18755,0.89653,1018,43,NA,0.511,0.136
163,118,"House",22326,22,9,"IN",200,NA,NA,"HOUCHIN, Erin","H001093",1976,NA,0.638,0.216,-94.77333,0.91119,1019,37,NA,0.639,0.225
164,118,"House",22113,31,4,"IA",200,NA,NA,"FEENSTRA, Randy","F000446",1969,NA,0.47,0.177,-120.9832,0.88795,1018,49,NA,0.48,0.187
165,118,"House",22124,31,2,"IA",200,NA,NA,"HINSON, Ashley","H001091",1983,NA,0.348,0.349,-92.17675,0.91311,1014,34,NA,0.384,0.602
166,118,"House",22139,31,1,"IA",200,NA,NA,"MILLER-MEEKS, Mariannette","M001215",1955,NA,0.336,0.19,-138.80941,0.86893,988,62,NA,0.348,0.163
167,118,"House",22356,31,3,"IA",200,NA,NA,"NUNN, Zach","N000193",1979,NA,0.29,0.189,-172.49113,0.8401,990,65,NA,0.288,0.163
168,118,"House",21750,32,4,"KS",200,NA,NA,"ESTES, Ron","E000298",1956,NA,0.644,0.102,-103.06931,0.90317,1012,46,NA,0.651,0.23
169,118,"House",21914,32,3,"KS",100,NA,NA,"DAVIDS, Sharice","D000629",1980,NA,-0.279,0.285,-70.11965,0.93344,1018,23,NA,-0.295,0.311
170,118,"House",22130,32,2,"KS",200,NA,NA,"LATURNER, Jake","L000266",1988,NA,0.469,0.445,-135.25078,0.87326,998,53,NA,0.454,0.369
171,118,"House",22134,32,1,"KS",200,NA,NA,"MANN, Tracey","M000871",1976,NA,0.602,0.06,-122.60789,0.88643,1017,59,NA,0.516,-0.069
172,118,"House",14854,51,5,"KY",200,NA,NA,"ROGERS, Harold Dallas (Hal)","R000395",1937,NA,0.333,0.152,-123.13876,0.88181,979,39,NA,0.358,0.751
173,118,"House",20916,51,2,"KY",200,NA,NA,"GUTHRIE, Brett","G000558",1964,NA,0.428,0.267,-127.23341,0.88273,1020,57,NA,0.474,0.366
174,118,"House",21333,51,6,"KY",200,NA,NA,"BARR, Garland H. (Andy) IV","B001282",1973,NA,0.486,0.3,-105.68221,0.89637,966,40,NA,0.524,0.423
175,118,"House",21565,51,1,"KY",200,NA,NA,"COMER, James","C001108",1972,NA,0.594,-0.071,-91.28203,0.91334,1007,37,NA,0.603,-0.141
176,118,"House",22347,51,3,"KY",100,NA,NA,"MCGARVEY, Morgan","M001220",1979,NA,-0.55,0.044,-33.29381,0.96782,1018,11,NA,-0.55,0.042
177,118,"House",31102,51,4,"KY",200,NA,NA,"MASSIE, Thomas","M001184",1971,NA,0.678,-0.735,-220.13318,0.79141,941,86,NA,0.612,-0.791
178,118,"House",20759,45,1,"LA",200,NA,NA,"SCALISE, Steve","S001176",1965,NA,0.559,0.168,-93.85094,0.90322,922,33,NA,0.587,0.223
179,118,"House",21523,45,6,"LA",200,NA,NA,"GRAVES, Garret","G000577",1972,NA,0.426,0.05,-176.35221,0.83964,1009,72,NA,0.405,0.013
180,118,"House",21724,45,3,"LA",200,NA,NA,"HIGGINS, Clay","H001077",1961,NA,0.624,-0.314,-115.58418,0.88679,962,51,NA,0.65,-0.287
181,118,"House",21727,45,4,"LA",200,NA,NA,"JOHNSON, Mike","J000299",1972,NA,0.566,0.015,-49.82341,0.9342,732,24,NA,0.675,0.166
182,118,"House",22157,45,5,"LA",200,NA,NA,"LETLOW, Julia","L000595",1981,NA,0.425,0.354,-163.4317,0.8495,1002,69,NA,0.408,0.274
183,118,"House",22158,45,2,"LA",100,NA,NA,"CARTER, Troy","C001125",1963,NA,-0.53,0.256,-38.85627,0.96204,1004,14,NA,-0.589,0.271
184,118,"House",20920,2,1,"ME",100,NA,NA,"PINGREE, Chellie","P000597",1955,NA,-0.421,-0.367,-48.91135,0.95092,972,22,NA,-0.435,-0.32
185,118,"House",21923,2,2,"ME",100,NA,NA,"GOLDEN, Jared","G000592",1982,NA,-0.101,0.349,-293.54641,0.73888,970,106,NA,-0.09,0.375
186,118,"House",14873,52,5,"MD",100,NA,NA,"HOYER, Steny Hamilton","H000874",1939,NA,-0.381,0.12,-44.91837,0.9541,956,14,NA,-0.472,0.283
187,118,"House",15433,52,7,"MD",100,NA,NA,"MFUME, Kweisi","M000687",1948,NA,-0.444,-0.337,-50.5978,0.95032,993,18,NA,-0.403,-0.166
188,118,"House",20329,52,2,"MD",100,NA,NA,"RUPPERSBERGER, C. A. (Dutch)","R000576",1946,NA,-0.299,0.123,-59.43136,0.94003,961,26,NA,-0.395,0.124
189,118,"House",20724,52,3,"MD",100,NA,NA,"SARBANES, John","S001168",1962,NA,-0.466,-0.077,-42.24016,0.95823,990,19,NA,-0.439,-0.124
190,118,"House",21139,52,1,"MD",200,NA,NA,"HARRIS, Andy","H001052",1957,NA,0.67,-0.368,-165.95586,0.84792,1006,67,NA,0.672,-0.275
191,118,"House",21741,52,8,"MD",100,NA,NA,"RASKIN, Jamie Ben","R000606",1962,NA,-0.514,-0.235,-43.46545,0.95775,1007,21,NA,-0.441,-0.238
192,118,"House",21978,52,6,"MD",100,NA,NA,"TRONE, David","T000483",1955,NA,-0.341,0.234,-49.62617,0.94693,910,15,NA,-0.402,0.335
193,118,"House",22329,52,4,"MD",100,NA,NA,"IVEY, Glenn","I000058",1961,NA,-0.486,-0.005,-37.90173,0.9632,1011,17,NA,-0.486,-0.007
194,118,"House",15616,3,1,"MA",100,NA,NA,"NEAL, Richard Edmund","N000015",1949,NA,-0.417,-0.105,-46.31301,0.95492,1004,24,NA,-0.467,-0.059
195,118,"House",20119,3,8,"MA",100,NA,NA,"LYNCH, Stephen F.","L000562",1955,NA,-0.348,0.047,-71.50142,0.93106,1001,29,NA,-0.321,0.108
196,118,"House",21140,3,9,"MA",100,NA,NA,"KEATING, William R.","K000375",1952,NA,-0.332,-0.095,-61.93567,0.93994,1000,25,NA,-0.404,0.194
197,118,"House",21375,3,5,"MA",100,NA,NA,"CLARK, Katherine M.","C001101",1963,NA,-0.484,-0.27,-40.85561,0.96074,1020,17,NA,-0.512,0.021
198,118,"House",21525,3,6,"MA",100,NA,NA,"MOULTON, Seth","M001196",1978,NA,-0.282,-0.037,-73.00771,0.93,1006,29,NA,-0.289,0.037
199,118,"House",21955,3,7,"MA",100,NA,NA,"PRESSLEY, Ayanna","P000617",1974,NA,-0.349,-0.937,-46.29342,0.95344,971,14,NA,-0.739,-0.674
200,118,"House",21977,3,3,"MA",100,NA,NA,"TRAHAN, Lori","T000482",1973,NA,-0.431,-0.12,-40.22927,0.96095,1010,20,NA,-0.41,-0.125
201,118,"House",22100,3,4,"MA",100,NA,NA,"AUCHINCLOSS, Jake","A000148",1988,NA,-0.302,-0.273,-96.29095,0.90794,997,37,NA,-0.307,-0.193
202,118,"House",29729,3,2,"MA",100,NA,NA,"McGOVERN, James P.","M000312",1959,NA,-0.538,-0.335,-50.79776,0.95114,1014,29,NA,-0.417,-0.574
203,118,"House",20725,23,5,"MI",200,NA,NA,"WALBERG, Tim","W000798",1951,NA,0.499,0.157,-124.72601,0.88394,1011,57,NA,0.474,0.208
204,118,"House",21142,23,4,"MI",200,NA,NA,"HUIZENGA, Bill","H001058",1969,NA,0.533,0.039,-152.84259,0.85969,1011,61,NA,0.449,0.048
205,118,"House",21372,23,8,"MI",100,NA,NA,"KILDEE, Dan","K000380",1958,NA,-0.361,-0.186,-113.15051,0.89137,984,38,NA,-0.232,-0.2
206,118,"House",21526,23,2,"MI",200,NA,NA,"MOOLENAAR, John","M001194",1961,NA,0.448,0.161,-144.91103,0.86708,1016,58,NA,0.439,0.06
207,118,"House",21529,23,6,"MI",100,NA,NA,"DINGELL, Debbie","D000624",1953,NA,-0.399,-0.192,-39.35524,0.96064,980,15,NA,-0.358,-0.332
208,118,"House",21704,23,1,"MI",200,NA,NA,"BERGMAN, John","B001301",1947,NA,0.432,0.078,-145.09121,0.86643,1012,57,NA,0.434,0.037
209,118,"House",21965,23,7,"MI",100,NA,NA,"SLOTKIN, Elissa","S001208",1976,NA,-0.326,0.717,-81.07244,0.92352,1019,27,NA,-0.301,0.389
210,118,"House",21972,23,11,"MI",100,NA,NA,"STEVENS, Haley","S001215",1983,NA,-0.383,0.295,-50.21773,0.95196,1020,23,NA,-0.402,0.244
211,118,"House",21975,23,12,"MI",100,NA,NA,"TLAIB, Rashida","T000481",1976,NA,-0.29,-0.957,-56.60064,0.94486,998,19,NA,-0.981,-0.192
212,118,"House",22136,23,9,"MI",200,NA,NA,"MCCLAIN, Lisa C.","M001136",1966,NA,0.551,0.144,-109.19903,0.89526,987,45,NA,0.541,0.175
213,118,"House",22332,23,10,"MI",200,NA,NA,"JAMES, John","J000307",1981,NA,0.31,0.409,-108.54426,0.89694,998,42,NA,0.306,0.385
214,118,"House",22363,23,3,"MI",100,NA,NA,"SCHOLTEN, Hillary","S001221",1982,NA,-0.252,0.194,-73.83265,0.92977,1014,25,NA,-0.25,0.192
215,118,"House",22368,23,13,"MI",100,NA,NA,"THANEDAR, Shri","T000488",1955,NA,-0.34,-0.063,-55.3397,0.94719,1020,26,NA,-0.346,-0.059
216,118,"House",20122,33,4,"MN",100,NA,NA,"McCOLLUM, Betty","M001143",1954,NA,-0.419,-0.183,-56.57232,0.94568,1013,28,NA,-0.492,-0.105
217,118,"House",21531,33,6,"MN",200,NA,NA,"EMMER, Thomas Earl II","E000294",1961,NA,0.467,-0.076,-121.02366,0.8877,1016,48,NA,0.529,0.006
218,118,"House",21910,33,2,"MN",100,NA,NA,"CRAIG, Angela","C001119",1972,NA,-0.264,0.622,-101.39593,0.90302,994,44,NA,-0.241,0.596
219,118,"House",21950,33,5,"MN",100,NA,NA,"OMAR, Ilhan","O000173",1982,NA,-0.296,-0.955,-70.95787,0.93163,1002,29,NA,-0.981,-0.192
220,118,"House",21953,33,3,"MN",100,NA,NA,"PHILLIPS, Dean","P000616",1969,NA,-0.28,0.181,-48.74217,0.93463,721,18,NA,-0.285,0.184
221,118,"House",21969,33,8,"MN",200,NA,NA,"STAUBER, Peter","S001212",1966,NA,0.382,-0.096,-145.60862,0.85803,951,63,NA,0.457,-0.033
222,118,"House",22114,33,7,"MN",200,NA,NA,"FISCHBACH, Michelle","F000470",1965,NA,0.539,-0.017,-105.5756,0.90103,1013,48,NA,0.574,-0.061
223,118,"House",22167,33,1,"MN",200,NA,NA,"FINSTAD, Brad","F000475",1976,NA,0.547,-0.046,-101.65437,0.90452,1013,45,NA,0.565,-0.034
224,118,"House",21561,46,1,"MS",200,NA,NA,"KELLY, Trent","K000388",1966,NA,0.638,0.303,-97.03535,0.90917,1019,40,NA,0.709,0.415
225,118,"House",21927,46,3,"MS",200,NA,NA,"GUEST, Michael","G000591",1970,NA,0.529,0.128,-124.64809,0.88314,1003,66,NA,0.535,0.103
226,118,"House",22319,46,4,"MS",200,NA,NA,"EZELL, Mike","E000235",1959,NA,0.555,0.18,-99.2262,0.90371,980,53,NA,0.551,0.172
227,118,"House",29368,46,2,"MS",100,NA,NA,"THOMPSON, Bennie","T000193",1948,NA,-0.518,0.391,-35.81577,0.96478,999,9,NA,-0.607,0.296
228,118,"House",20124,34,6,"MO",200,NA,NA,"GRAVES, Samuel","G000546",1963,NA,0.448,0.163,-160.11647,0.85353,1011,59,NA,0.457,0.106
229,118,"House",20517,34,5,"MO",100,NA,NA,"CLEAVER, Emanuel, II","C001061",1944,NA,-0.453,0.003,-34.68409,0.95922,833,17,NA,-0.442,-0.162
230,118,"House",20926,34,3,"MO",200,NA,NA,"LUETKEMEYER, Blaine","L000569",1952,NA,0.45,0.25,-107.25221,0.89491,966,38,NA,0.506,0.333
231,118,"House",21337,34,2,"MO",200,NA,NA,"WAGNER, Ann","W000812",1962,NA,0.39,0.296,-129.97764,0.8788,1006,59,NA,0.356,0.387
232,118,"House",21373,34,8,"MO",200,NA,NA,"SMITH, Jason","S001195",1980,NA,0.578,0.206,-113.85534,0.89115,988,61,NA,0.532,0.045
233,118,"House",22106,34,1,"MO",100,NA,NA,"BUSH, Cori","B001224",1976,NA,-0.247,-0.969,-50.83513,0.93858,802,17,NA,-0.981,-0.192
234,118,"House",22300,34,4,"MO",200,NA,NA,"ALFORD, Mark","A000379",1963,NA,0.597,0.036,-97.32805,0.90874,1017,43,NA,0.592,0.034
235,118,"House",22305,34,7,"MO",200,NA,NA,"BURLISON, Eric","B001316",1976,NA,0.713,-0.491,-71.06211,0.93134,999,28,NA,0.718,-0.494
236,118,"House",21532,64,1,"MT",200,NA,NA,"ZINKE, Ryan","Z000018",1961,NA,0.438,-0.131,-178.34506,0.83695,1002,86,NA,0.456,-0.092
237,118,"House",22148,64,2,"MT",200,NA,NA,"ROSENDALE, Matthew M., Sr.","R000103",1960,NA,0.75,-0.652,-110.24191,0.89736,1018,47,NA,0.741,-0.672
238,118,"House",20729,35,3,"NE",200,NA,NA,"SMITH, Adrian","S001172",1970,NA,0.511,0.25,-107.5549,0.89764,996,43,NA,0.522,0.337
239,118,"House",21701,35,2,"NE",200,NA,NA,"BACON, Donald J.","B001298",1963,NA,0.286,0.188,-133.45533,0.87622,1010,50,NA,0.237,0.361
240,118,"House",22166,35,1,"NE",200,NA,NA,"FLOOD, Mike","F000474",1975,NA,0.463,0.765,-111.12119,0.8963,1015,42,NA,0.439,0.677
241,118,"House",20927,65,1,"NV",100,NA,NA,"TITUS, Alice (Dina)","T000468",1950,NA,-0.3,-0.168,-75.97151,0.92548,981,34,NA,-0.295,0.076
242,118,"House",21196,65,2,"NV",200,NA,NA,"AMODEI, Mark E.","A000369",1958,NA,0.385,0.209,-124.94913,0.88363,1010,58,NA,0.425,0.294
243,118,"House",21339,65,4,"NV",100,NA,NA,"HORSFORD, Steven","H001066",1973,NA,-0.326,0.14,-80.92874,0.92181,994,34,NA,-0.264,0.132
244,118,"House",21938,65,3,"NV",100,NA,NA,"LEE, Susie","L000590",1966,NA,-0.234,0.314,-97.88805,0.90485,979,41,NA,-0.199,0.236
245,118,"House",21340,4,2,"NH",100,NA,NA,"KUSTER, Ann McLane","K000382",1956,NA,-0.263,-0.083,-49.06376,0.95043,965,20,NA,-0.318,0.079
246,118,"House",21951,4,1,"NH",100,NA,NA,"PAPPAS, Chris","P000614",1980,NA,-0.237,0.336,-90.26764,0.91475,1013,37,NA,-0.213,0.334
247,118,"House",14863,12,4,"NJ",200,NA,NA,"SMITH, Christopher Henry","S000522",1953,NA,0.18,-0.174,-266.97738,0.76569,1000,128,NA,0.302,-0.027
248,118,"House",15454,12,6,"NJ",100,NA,NA,"PALLONE, Frank, Jr.","P000034",1951,NA,-0.402,-0.165,-85.87263,0.91918,1019,30,NA,-0.319,-0.185
249,118,"House",21536,12,1,"NJ",100,NA,NA,"NORCROSS, Donald","N000188",1958,NA,-0.42,0.339,-41.9235,0.95731,961,18,NA,-0.39,0.368
250,118,"House",21538,12,12,"NJ",100,NA,NA,"WATSON COLEMAN, Bonnie","W000822",1945,NA,-0.597,-0.224,-44.19554,0.95171,893,24,NA,-0.484,-0.405
251,118,"House",21723,12,5,"NJ",100,NA,NA,"GOTTHEIMER, Josh S.","G000583",1975,NA,-0.16,0.217,-99.87865,0.90235,972,28,NA,-0.205,0.219
252,118,"House",21937,12,3,"NJ",100,NA,NA,"KIM, Andy","K000394",1982,NA,-0.337,0.159,-70.79187,0.92655,928,28,NA,-0.435,-0.08
253,118,"House",21964,12,11,"NJ",100,NA,NA,"SHERRILL, Mikie","S001207",1972,NA,-0.233,0.263,-70.89591,0.92966,972,28,NA,-0.295,0.298
254,118,"House",22334,12,7,"NJ",200,NA,NA,"KEAN, Thomas","K000398",1968,NA,0.193,0.374,-90.64865,0.91456,1015,31,NA,0.196,0.373
255,118,"House",22348,12,8,"NJ",100,NA,NA,"MENENDEZ, Robert","M001226",1985,NA,-0.487,0.268,-47.02911,0.95442,1008,20,NA,-0.487,0.267
256,118,"House",29741,12,9,"NJ",100,NA,NA,"PASCRELL, William J., Jr.","P000096",1937,NA,-0.369,-0.004,-46.29041,0.95239,949,16,NA,-0.498,0.212
257,118,"House",31103,12,10,"NJ",100,NA,NA,"PAYNE, Donald, Jr.","P000604",1958,NA,-0.52,-0.096,-21.28424,0.97001,699,7,NA,-0.534,0.035
258,118,"House",91980,12,2,"NJ",200,NA,NA,"VAN DREW, Jefferson","V000133",1953,NA,0.382,-0.456,-152.01451,0.86078,1014,46,NA,0.451,-0.306
259,118,"House",22131,66,3,"NM",100,NA,NA,"LEGER FERNANDEZ, Teresa","L000273",1959,NA,-0.348,-0.183,-56.82108,0.94422,990,20,NA,-0.337,-0.175
260,118,"House",22159,66,1,"NM",100,NA,NA,"STANSBURY, Melanie Ann","S001218",1979,NA,-0.454,-0.18,-44.06738,0.95676,997,18,NA,-0.453,-0.166
261,118,"House",22371,66,2,"NM",100,NA,NA,"VASQUEZ, Gabriel","V000136",1984,NA,-0.301,0.485,-104.62793,0.90233,1018,40,NA,-0.302,0.491
262,118,"House",20519,13,26,"NY",100,NA,NA,"HIGGINS, Brian","H001038",1959,NA,-0.348,-0.032,-37.78669,0.94548,674,17,NA,-0.333,-0.035
263,118,"House",20733,13,9,"NY",100,NA,NA,"CLARKE, Yvette Diane","C001067",1964,NA,-0.607,-0.252,-43.86858,0.95758,1012,22,NA,-0.513,-0.441
264,118,"House",20934,13,20,"NY",100,NA,NA,"TONKO, Paul","T000469",1949,NA,-0.414,-0.265,-50.36603,0.95164,1016,17,NA,-0.342,-0.311
265,118,"House",21342,13,6,"NY",100,NA,NA,"MENG, Grace","M001188",1975,NA,-0.371,-0.213,-55.34062,0.94526,983,23,NA,-0.324,-0.265
266,118,"House",21343,13,8,"NY",100,NA,NA,"JEFFRIES, Hakeem","J000294",1970,NA,-0.486,-0.066,-33.81229,0.9672,1014,12,NA,-0.478,0.074
267,118,"House",21541,13,21,"NY",200,NA,NA,"STEFANIK, Elise M","S001196",1984,NA,0.305,-0.117,-175.93458,0.84028,1011,73,NA,0.488,0.252
268,118,"House",21715,13,13,"NY",100,NA,NA,"ESPAILLAT, Adriano J.","E000297",1954,NA,-0.542,-0.199,-69.81685,0.93308,1008,32,NA,-0.364,-0.291
269,118,"House",21747,13,3,"NY",100,NA,NA,"SUOZZI, Thomas","S001201",1962,NA,-0.222,0.116,-23.4916,0.92747,312,6,NA,-0.265,0.351
270,118,"House",21749,13,24,"NY",200,NA,NA,"TENNEY, Claudia","T000478",1961,NA,0.461,0.011,-135.72496,0.87472,1014,63,NA,0.478,0.04
271,118,"House",21761,13,25,"NY",100,NA,NA,"MORELLE, Joseph D.","M001206",1957,NA,-0.338,0.174,-53.95295,0.94696,990,24,NA,-0.325,0.162
272,118,"House",21949,13,14,"NY",100,NA,NA,"OCASIO-CORTEZ, Alexandria","O000172",1989,NA,-0.312,-0.95,-51.57371,0.94929,991,18,NA,-0.739,-0.674
273,118,"House",22105,13,16,"NY",100,NA,NA,"BOWMAN, Jamaal","B001223",1976,NA,-0.357,-0.934,-48.11024,0.94856,911,16,NA,-0.739,-0.674
274,118,"House",22117,13,2,"NY",200,NA,NA,"GARBARINO, Andrew R.","G000597",1984,NA,0.244,0.236,-90.35601,0.9099,957,33,NA,0.225,0.274
275,118,"House",22133,13,11,"NY",200,NA,NA,"MALLIOTAKIS, Nicole","M000317",1980,NA,0.339,-0.083,-165.60069,0.84738,1000,63,NA,0.367,-0.055
276,118,"House",22154,13,15,"NY",100,NA,NA,"TORRES, Ritchie","T000486",1988,NA,-0.321,-0.11,-87.09155,0.91587,991,44,NA,-0.313,0.006
277,118,"House",22169,13,18,"NY",100,NA,NA,"RYAN, Patrick","R000579",1982,NA,-0.235,0.258,-77.97402,0.92619,1017,29,NA,-0.232,0.256
278,118,"House",22313,13,4,"NY",200,NA,NA,"D'ESPOSITO, Anthony","D000632",1982,NA,0.239,0.187,-121.46771,0.88343,980,46,NA,0.24,0.184
279,118,"House",22324,13,10,"NY",100,NA,NA,"GOLDMAN, Daniel","G000599",1976,NA,-0.427,0.122,-48.42586,0.95096,963,20,NA,-0.427,0.12
280,118,"House",22337,13,1,"NY",200,NA,NA,"LALOTA, Nicholas","L000598",1978,NA,0.253,0.093,-173.94652,0.84236,1014,67,NA,0.254,0.087
281,118,"House",22339,13,23,"NY",200,NA,NA,"LANGWORTHY, Nick","L000600",1981,NA,0.417,-0.07,-129.78224,0.87525,974,59,NA,0.418,-0.067
282,118,"House",22340,13,17,"NY",200,NA,NA,"LAWLER, Michael","L000599",1986,NA,0.186,0.251,-111.06554,0.89616,1013,33,NA,0.187,0.244
283,118,"House",22351,13,19,"NY",200,NA,NA,"MOLINARO, Marcus","M001221",1975,NA,0.249,0.101,-159.59074,0.85042,985,71,NA,0.248,0.118
284,118,"House",22362,13,3,"NY",200,NA,NA,"SANTOS, George","S001222",1988,NA,0.473,-0.421,-117.88222,0.81608,580,47,NA,0.473,-0.42
285,118,"House",22372,13,22,"NY",200,NA,NA,"WILLIAMS, Brandon","W000828",1967,NA,0.314,0.11,-143.36135,0.85993,950,76,NA,0.326,0.098
286,118,"House",22377,13,26,"NY",100,NA,NA,"KENNEDY, Timothy M.","K000402",NA,NA,-0.353,0.257,-10.05316,0.95326,210,3,NA,-0.345,0.243
287,118,"House",29377,13,12,"NY",100,NA,NA,"NADLER, Jerrold Lewis","N000002",1947,NA,-0.507,-0.477,-45.70134,0.95471,986,19,NA,-0.447,-0.367
288,118,"House",29378,13,7,"NY",100,NA,NA,"VELÁZQUEZ, Nydia M.","V000081",1953,NA,-0.546,-0.362,-40.1641,0.96004,985,18,NA,-0.448,-0.582
289,118,"House",29776,13,5,"NY",100,NA,NA,"MEEKS, Gregory W.","M001137",1953,NA,-0.415,-0.063,-45.27722,0.95578,1001,16,NA,-0.508,0.19
290,118,"House",20521,47,5,"NC",200,NA,NA,"FOXX, Virginia Ann","F000450",1943,NA,0.624,0.176,-147.09008,0.86485,1013,59,NA,0.604,0.243
291,118,"House",20522,47,10,"NC",200,NA,NA,"McHENRY, Patrick T.","M001156",1975,NA,0.524,0.154,-139.25881,0.85034,859,64,NA,0.494,0.185
292,118,"House",21346,47,9,"NC",200,NA,NA,"HUDSON, Richard","H001067",1971,NA,0.523,0.209,-145.96483,0.86214,984,55,NA,0.493,0.217
293,118,"House",21544,47,7,"NC",200,NA,NA,"ROUZER, David","R000603",1972,NA,0.566,0.286,-100.17314,0.9062,1017,38,NA,0.656,0.612
294,118,"House",21545,47,12,"NC",100,NA,NA,"ADAMS, Alma","A000370",1946,NA,-0.463,-0.002,-35.74059,0.96496,1002,13,NA,-0.45,-0.094
295,118,"House",21986,47,8,"NC",200,NA,NA,"BISHOP, Dan","B001311",1964,NA,0.702,-0.386,-96.29694,0.90427,957,36,NA,0.672,-0.501
296,118,"House",21987,47,3,"NC",200,NA,NA,"MURPHY, Gregory Francis","M001210",1963,NA,0.485,0.122,-134.13085,0.85863,880,61,NA,0.492,0.21
